"codigo_postal","latitud","longitud"
21110,32.6595077514648,-115.505783081055
21120,32.655948638916,-115.496658325195
21130,32.6548156738281,-115.512382507324
21135,32.6360626220703,-115.536102294922
21137,32.6544075012207,-115.538917541504
21138,32.6271057128906,-115.567604064941
21139,32.633171081543,-115.577018737793
68000,17.0617141723633,-96.7246322631836
68008,17.0618839263916,-96.7245864868164
68009,17.0720081329346,-96.7489471435547
68010,17.0994701385498,-96.7523040771484
72000,19.048656463623,-98.1904602050781
72010,19.0802097320557,-98.2032012939453
72013,19.0963745117188,-98.193733215332
72014,19.0867080688477,-98.2023696899414
76000,20.5931358337402,-100.391540527344
76005,20.5947265625,-100.396675109863
76010,20.5860443115234,-100.406631469727
76017,20.5926303863525,-100.409660339355
76020,20.5975856781006,-100.38166809082
77000,18.4980354309082,-88.3035049438477
77008,19.6212062835693,-89.0049591064453
77009,19.6212062835693,-89.0049591064453
77010,18.5254440307617,-88.2852249145508
78000,22.1516532897949,-100.974906921387
78008,22.1516208648682,-100.974617004395
78009,22.1516208648682,-100.974617004395
78037,22.1675910949707,-100.970222473145
78038,22.1684703826904,-100.976943969727
78040,22.1832008361816,-101.016372680664
78048,22.1516208648682,-100.974617004395
80000,24.8085498809814,-107.394477844238
80010,24.8381423950195,-107.395027160645
80013,24.8300247192383,-107.37816619873
83000,29.0853042602539,-110.954139709473
83010,29.0909614562988,-110.93864440918
86000,17.9978008270264,-92.9247894287109
86010,18.0193672180176,-92.8957595825195
86017,18.0234336853027,-92.9053497314453
87000,23.7305488586426,-99.1537780761719
87010,23.7637691497803,-99.1650543212891
87014,23.751880645752,-99.1749877929688
90000,19.3163566589355,-98.2383422851563
90005,19.3155136108398,-98.2371673583984
90006,19.3161029815674,-98.2380752563477
90010,19.3281593322754,-98.2219924926758
90013,19.3246841430664,-98.2335662841797
90014,19.3207550048828,-98.2222747802734
23019,24.1833534240723,-110.301147460938
23020,24.1609992980957,-110.302070617676
23026,24.1587562561035,-110.292388916016
23029,24.152286529541,-110.297348022461
23030,24.1470527648926,-110.287391662598
23034,24.1441860198975,-110.28059387207
23037,24.1457176208496,-110.284507751465
23038,24.1528835296631,-110.278617858887
23039,24.147216796875,-110.279586791992
23040,24.136344909668,-110.306465148926
23050,24.1306018829346,-110.304489135742
23052,24.1369915008545,-110.283538818359
23054,24.1236438751221,-110.30265045166
23055,24.1209526062012,-110.300102233887
23056,24.1295127868652,-110.301322937012
23060,24.1423606872559,-110.328483581543
23070,24.1293983459473,-110.316719055176
23075,24.1145687103272,-110.323265075684
23076,24.1185340881348,-110.324905395508
91000,19.5272750854492,-96.9235000610352
91008,19.5272846221924,-96.9235000610352
91009,19.5113410949707,-96.9202423095703
91010,19.5785369873047,-96.926872253418
97000,20.9688720703125,-89.6234283447266
97003,20.9516048431397,-89.6434936523438
97050,20.9912509918213,-89.6212158203125
98000,22.7710990905762,-102.57373046875
98008,22.771089553833,-102.57373046875
98009,22.771089553833,-102.57373046875
98010,22.7857456207275,-102.572135925293
98015,22.7849464416504,-102.571083068848
98017,22.7816524505615,-102.573211669922
24022,19.85964012146,-90.4764175415039
24023,19.8609886169434,-90.4810180664063
24024,19.8495388031006,-90.5140228271484
24025,19.8718967437744,-90.4944915771484
24026,19.8538417816162,-90.4943466186523
24027,19.8667240142822,-90.5041427612305
24028,19.8629379272461,-90.5129852294922
24029,19.8570079803467,-90.5236053466797
24030,19.8262062072754,-90.5659255981445
24035,19.827465057373,-90.5478668212891
24036,19.8265933990479,-90.5481033325195
24037,19.825626373291,-90.5565795898438
24038,19.8254051208496,-90.5515289306641
24039,19.8278617858887,-90.5572738647461
24040,19.8357162475586,-90.5418472290039
24044,19.8335418701172,-90.5543975830078
24049,19.8318386077881,-90.5381164550781
24050,19.8424453735352,-90.5158615112305
24058,19.8391971588135,-90.5305862426758
24060,19.8209838867188,-90.5154724121094
25013,25.4058609008789,-100.940361022949
25014,25.4067707061768,-100.946350097656
25015,25.3923511505127,-100.948181152344
25016,25.4111499786377,-100.922378540039
25017,25.407642364502,-100.943405151367
25018,25.4021301269531,-100.935211181641
25019,25.419605255127,-100.95531463623
25020,25.4249038696289,-100.972282409668
25022,25.4230003356934,-100.968208312988
25023,25.4021530151367,-100.969841003418
28018,19.2594833374023,-103.697662353516
28019,19.2556743621826,-103.691131591797
28020,19.2592639923096,-103.723937988281
28023,19.2408905029297,-103.724479675293
28025,19.2586879730225,-103.727973937988
28030,19.2544784545898,-103.723937988281
28035,19.2561092376709,-103.727424621582
28037,19.2563190460205,-103.721008300781
28040,19.2429389953613,-103.709243774414
28043,19.2409706115723,-103.705383300781
28044,19.2419967651367,-103.706871032715
28045,19.2427291870117,-103.703826904297
28046,19.2421264648438,-103.701583862305
28047,19.2442378997803,-103.696800231934
28048,19.2287292480469,-103.673904418945
29014,16.7741775512695,-93.1314010620117
29016,16.7816467285156,-93.1146545410156
29017,16.7819061279297,-93.0942306518555
29018,16.7784938812256,-93.1191787719727
29019,16.7974300384522,-93.1138229370117
29020,16.7591686248779,-93.1686325073242
31020,28.6236782073975,-106.080299377441
31029,28.6363086700439,-106.07544708252
31030,28.6226463317871,-106.075416564941
31034,28.597541809082,-106.06721496582
31050,28.6279296875,-106.058570861816
31054,28.6128578186035,-106.058135986328
31060,28.6246738433838,-106.048812866211
31063,28.6072158813477,-106.038803100586
31064,28.599630355835,-106.018997192383
31065,28.5917148590088,-106.035957336426
1070,19.3445110321045,-99.1863021850586
1080,19.3430366516113,-99.2013320922852
1089,19.3369483947754,-99.203857421875
1090,19.3401775360107,-99.1925506591797
1100,19.3921604156494,-99.2043533325195
1109,19.3920669555664,-99.2080459594727
1110,19.3954620361328,-99.2173233032227
1120,19.3999996185303,-99.1999969482422
1125,19.3970165252686,-99.2065963745117
1130,19.3937683105469,-99.2032470703125
1139,19.395845413208,-99.2037124633789
1140,19.3976650238037,-99.1935577392578
1150,19.3921184539795,-99.1948165893555
1160,19.3877754211426,-99.1970520019531
1170,19.3867034912109,-99.2048187255859
1180,19.3895454406738,-99.1915664672852
1200,19.3870601654053,-99.2154006958008
1210,19.3830509185791,-99.2411346435547
1219,19.3875007629395,-99.2411956787109
1220,19.3883590698242,-99.2239074707031
1230,19.3795967102051,-99.2432632446289
1239,19.3787250518799,-99.2397613525391
1240,19.3810710906982,-99.2383575439453
1250,19.3802947998047,-99.2350463867188
1259,19.3802051544189,-99.2327728271484
1260,19.3838653564453,-99.2294692993164
1269,19.3821315765381,-99.2269515991211
1270,19.3799705505371,-99.2125854492188
1275,19.3830032348633,-99.2198104858398
1276,19.3808403015137,-99.21728515625
1278,19.3824329376221,-99.2194061279297
1279,19.3845100402832,-99.2143707275391
1280,19.3859596252441,-99.2016372680664
1285,19.3805236816406,-99.2085418701172
1289,19.3815059661865,-99.2074432373047
1290,19.379861831665,-99.2219390869141
1296,19.3766822814941,-99.2331237792969
1298,19.3708477020264,-99.2287368774414
1299,19.3749046325684,-99.224983215332
1310,19.3869247436523,-99.2455444335938
1320,19.3789653778076,-99.2502746582031
34010,24.0460033416748,-104.686874389648
34014,24.043571472168,-104.70352935791
34015,24.0455894470215,-104.694534301758
34016,24.0602283477783,-104.684349060059
34017,24.0616130828857,-104.679412841797
34018,24.0504245758057,-104.688133239746
34019,24.0547428131104,-104.682754516602
34020,24.0411510467529,-104.670440673828
34024,24.0363883972168,-104.656761169434
34027,24.0423908233643,-104.671524047852
34028,24.0481395721436,-104.677871704102
34029,24.046329498291,-104.676139831543
34030,24.0459022521973,-104.66667175293
34037,24.0248699188232,-104.660820007324
34038,24.0454006195068,-104.66088104248
34039,24.0383796691895,-104.662208557129
34040,24.0386867523193,-104.687767028809
34043,24.0404167175293,-104.695541381836
34045,24.0323314666748,-104.701164245605
34046,24.0343246459961,-104.702072143555
34047,24.0319080352783,-104.686485290527
34048,24.0340957641602,-104.690963745117
34049,24.0295696258545,-104.696556091309
34050,24.0386047363281,-104.682281494141
34058,24.033670425415,-104.685607910156
34060,24.0335178375244,-104.655555725098
34069,24.0295925140381,-104.66349029541
34070,24.0332584381104,-104.682563781738
34074,24.0246410369873,-104.676544189453
34075,24.0268421173096,-104.677688598633
34076,24.0244808197022,-104.678283691406
34077,24.0293235778809,-104.68342590332
34078,24.0088424682617,-104.646057128906
34079,24.0387878417969,-104.668045043945
34080,24.0326061248779,-104.646759033203
34090,24.0197620391846,-104.656372070312
34100,24.0205421447754,-104.685981750488
20127,21.9172401428223,-102.308029174805
20128,38.7520713806152,-77.9637603759766
20129,21.9225845336914,-102.314979553223
20130,21.9040374755859,-102.311401367188
20135,21.9130439758301,-102.294914245605
20136,21.9041690826416,-102.297103881836
20137,21.9083652496338,-102.29468536377
20138,21.9098701477051,-102.298980712891
20140,21.9089546203613,-102.290687561035
20146,21.9067897796631,-102.288154602051
20149,21.9048175811768,-102.290603637695
20150,21.9029350280762,-102.279457092285
20157,21.9120845794678,-102.277877807617
20158,21.909969329834,-102.279037475586
20159,21.9120349884033,-102.279823303223
20160,21.8997077941895,-102.28214263916
20164,21.9043083190918,-102.274200439453
20169,21.8944416046143,-102.275215148926
20170,21.9015998840332,-102.270172119141
20172,21.9176807403564,-102.245483398438
20174,21.9141998291016,-102.243675231934
20175,21.9161262512207,-102.256286621094
20177,21.9046936035156,-102.268623352051
20179,21.9171867370605,-102.259567260742
20180,21.891809463501,-102.269439697266
20190,21.8819351196289,-102.27555847168
20196,21.8768749237061,-102.25235748291
20198,21.8829517364502,-102.262306213379
20199,21.8957748413086,-102.243934631348
20200,21.8489589691162,-102.339378356934
20205,21.856840133667,-102.319580078125
20206,21.8518848419189,-102.322135925293
20207,21.85959815979,-102.336318969727
20208,21.8591556549072,-102.330963134766
20210,21.8644104003906,-102.312774658203
20216,21.8715534210205,-102.32275390625
20217,21.8681774139404,-102.32048034668
20218,21.8711719512939,-102.324905395508
20219,21.8708019256592,-102.33122253418
20220,21.8735675811768,-102.308792114258
20229,21.8693962097168,-102.308631896973
20230,21.8725814819336,-102.298530578613
20234,21.8636035919189,-102.297134399414
20235,21.8619136810303,-102.307167053223
20236,21.8655090332031,-102.305709838867
20237,21.864501953125,-102.310188293457
20238,21.8653621673584,-102.302490234375
20239,21.8714714050293,-102.300888061523
20240,21.8720226287842,-102.288429260254
20247,21.8745880126953,-102.289123535156
20248,21.872974395752,-102.283325195312
20249,21.8776588439941,-102.282592773438
20250,21.877384185791,-102.272895812988
20255,21.8770618438721,-102.270606994629
20256,21.8774585723877,-102.264053344727
20257,21.8728199005127,-102.27709197998
20259,21.8835334777832,-102.284637451172
20260,21.8653621673584,-102.278717041016
20263,21.8604907989502,-102.245231628418
20264,21.8641719818115,-102.267639160156
20265,21.8640651702881,-102.280151367188
20266,21.863094329834,-102.275588989258
20267,21.8670806884766,-102.274765014648
20268,21.864200592041,-102.284362792969
20269,21.865852355957,-102.284629821777
20270,21.867582321167,-102.293441772461
20276,21.8529453277588,-102.283592224121
20277,21.8519191741943,-102.279930114746
20278,21.8597831726074,-102.28784942627
20280,21.8572673797607,-102.300491333008
20283,21.8017616271973,-102.286460876465
20284,21.8409366607666,-102.299629211426
20285,21.8594036102295,-102.31120300293
20286,21.8468761444092,-102.315368652344
20287,21.852294921875,-102.30965423584
20288,21.8558006286621,-102.305313110352
20289,21.8484783172607,-102.299858093262
20290,21.7891311645508,-102.277786254883
20291,21.8812007904053,-102.296142578125
20296,21.8244361877441,-102.275764465332
20297,21.8555164337158,-102.276550292969
20298,21.8436012268066,-102.26025390625
20299,21.8432464599609,-102.255752563477
20310,21.8606452941895,-102.366714477539
20313,21.8965263366699,-102.354400634766
20314,21.8914985656738,-102.367668151855
20316,21.8844089508057,-102.394096374512
20319,21.8812007904053,-102.296142578125
20320,22.000602722168,-102.200996398926
20323,22.0346698760986,-102.126998901367
20324,22.0160961151123,-102.144996643066
20326,21.8778438568115,-102.332252502441
20328,21.9230976104736,-102.343269348145
20329,21.9199714660645,-102.330917358398
20340,21.7309875488281,-102.285552978516
20341,21.866418838501,-102.250160217285
20342,21.8208141326904,-102.293853759766
20343,23.9335918426514,-102.509696960449
20344,21.8333129882813,-102.191017150879
20345,21.7548274993897,-102.304107666016
20346,21.7320003509522,-102.37158203125
20347,23.9335918426514,-102.509696960449
20348,21.6751956939697,-102.289192199707
20349,21.7014827728272,-102.313629150391
20363,21.9400005340576,-102.139999389648
20364,21.9454116821289,-102.234771728516
20366,21.8971862792969,-102.188171386719
20367,21.8915386199951,-102.225715637207
20369,21.9858646392822,-102.084686279297
20370,21.7852935791016,-102.464004516602
20371,21.8325290679932,-102.375999450684
20372,21.7798862457275,-102.373558044434
20373,21.7534141540527,-102.447700500488
20374,38.8746032714844,-76.9949569702148
20375,21.6782569885254,-102.386650085449
20376,21.7529697418213,-102.515327453613
20377,21.7166366577148,-102.411003112793
20378,23.9335918426514,-102.509696960449
20384,21.8690814971924,-102.229705810547
20385,21.829309463501,-102.158111572266
20386,21.7837104797363,-102.164573669434
20388,21.7292423248291,-102.135711669922
20389,21.776912689209,-102.116683959961
20392,21.788911819458,-102.281730651855
20393,21.7473335266113,-102.279251098633
20394,21.7822799682617,-102.233367919922
20395,21.7516117095947,-102.268402099609
20396,21.7177219390869,-102.288154602051
20700,22.0964164733887,-102.061500549316
20704,22.1012134552002,-102.086006164551
20705,22.094295501709,-102.097862243652
20708,22.0535163879395,-102.050712585449
20709,22.0442314147949,-102.108299255371
20710,22.2357444763184,-102.087181091309
20712,22.239725112915,-102.093101501465
20713,22.2467403411865,-102.0830078125
20714,22.2426948547363,-102.090339660645
20715,22.2348175048828,-102.090492248535
20717,22.2392387390137,-102.095054626465
20720,22.2592468261719,-102.034164428711
20721,22.214448928833,-102.050003051758
20722,22.1943950653076,-102.018997192383
20723,22.2971591949463,-102.063522338867
20724,22.2689685821533,-102.070182800293
20727,22.1645641326904,-102.103996276855
20729,22.1401424407959,-102.138000488281
20730,22.2003421783447,-102.01025390625
20732,22.1766986846924,-102.013000488281
20734,22.1764888763428,-102.011573791504
20736,22.165979385376,-102.095497131348
20737,23.9335918426514,-102.509696960449
20738,22.1351490020752,-102.041999816895
20739,22.127513885498,-102.049003601074
20740,22.1310653686523,-102.107620239258
20741,22.2297916412354,-102.105003356934
20742,22.2579860687256,-102.03099822998
20744,22.1039752960205,-102.152076721191
20746,22.1328811645508,-102.201461791992
20748,22.101770401001,-102.172996520996
20749,22.2390251159668,-102.089385986328
20750,22.1243114471436,-102.058540344238
20760,22.1169013977051,-102.013931274414
20765,22.0905838012695,-101.946281433105
20768,22.0951652526855,-102.068923950195
20770,22.2390251159668,-102.089385986328
20771,22.0567398071289,-101.927261352539
20773,22.0568599700928,-101.928535461426
20775,22.0498065948486,-101.890731811523
20777,22.0285034179688,-101.900001525879
20779,22.0327854156494,-101.932998657227
20460,22.3716526031494,-102.298316955566
20462,22.3707313537598,-102.302635192871
20466,22.3611660003662,-102.294776916504
20467,22.3612880706787,-102.29662322998
20468,22.3625297546387,-102.301902770996
20469,22.371129989624,-102.304191589355
20470,22.4365406036377,-102.307685852051
20472,22.3551445007324,-102.29069519043
20476,22.3893013000488,-102.318969726562
20478,22.3423233032227,-102.241409301758
20663,22.0842666625977,-102.304481506348
20664,22.0482940673828,-102.302841186523
20665,22.0884342193604,-102.295585632324
20666,22.0831146240234,-102.331153869629
20667,22.1442775726318,-102.343688964844
20668,22.1371231079102,-102.292915344238
20670,22.1463775634766,-102.275726318359
20673,22.1508331298828,-102.278678894043
20674,22.1528224945068,-102.272819519043
20675,22.1443061828613,-102.272262573242
20676,22.1420822143555,-102.277488708496
20677,22.1444835662842,-102.288627624512
20678,22.1527843475342,-102.288635253906
20680,22.0941009521484,-102.264419555664
20683,22.0786533355713,-102.221389770508
20684,22.115873336792,-102.252784729004
20686,22.1658191680908,-102.245986938477
20687,22.1226367950439,-102.272941589355
20400,22.2297897338867,-102.32300567627
20403,22.2362613677979,-102.318824768066
20404,22.2334518432617,-102.310554504395
20405,22.2301387786865,-102.310478210449
20406,22.237361907959,-102.331153869629
20410,22.2257270812988,-102.314361572266
20414,22.2223453521729,-102.31852722168
20415,22.2222728729248,-102.320602416992
20416,22.2239475250244,-102.3271484375
20417,22.2272338867188,-102.326126098633
20420,22.2485599517822,-102.332855224609
20423,22.2772846221924,-102.30689239502
20424,22.2602386474609,-102.266067504883
20425,22.3243713378906,-102.245185852051
20426,22.3607978820801,-102.22282409668
20427,22.3000011444092,-102.23087310791
20430,22.2053928375244,-102.307136535645
20434,22.1300716400147,-102.359710693359
20435,22.1815643310547,-102.261543273926
20436,22.1401691436768,-102.376953125
20437,22.1797981262207,-102.34056854248
20440,22.2313785552979,-102.358680725098
20444,22.2432098388672,-102.42317199707
20445,22.253698348999,-102.360000610352
20450,22.2454223632813,-102.336753845215
20454,22.322811126709,-102.442161560059
20500,22.1502170562744,-102.416000366211
20501,22.1309051513672,-102.371002197266
20502,22.1681861877441,-102.41300201416
20503,22.0600566864014,-102.518997192383
20504,22.1961669921875,-102.394996643066
20506,22.198673248291,-102.406997680664
20508,22.2115039825439,-102.430000305176
20510,22.2629566192627,-102.52799987793
20516,22.2327346801758,-102.444000244141
20520,22.1658916473389,-102.555999755859
20534,22.1873950958252,-102.593002319336
20538,22.1901397705078,-102.598999023438
20540,22.1492290496826,-102.485000610352
20545,22.1624450683594,-102.470001220703
20564,22.125280380249,-102.514999389648
20567,22.093563079834,-102.521003723145
20570,22.1249008178711,-102.439002990723
20574,22.0976810455322,-102.481002807617
20576,22.1501026153564,-102.415672302246
20578,22.0924625396729,-102.555000305176
20580,22.0276279449463,-102.574996948242
20584,21.8223304748535,-102.310317993164
20590,22.0143604278564,-102.484001159668
20600,22.223762512207,-102.170364379883
20602,22.2242603302002,-102.167152404785
20603,22.2224578857422,-102.163749694824
20604,22.2229690551758,-102.167762756348
20607,22.2200412750244,-102.16731262207
20608,22.2265357971191,-102.168174743652
20610,22.2832527160645,-102.236862182617
20614,22.2652034759522,-102.25244140625
20615,22.2418327331543,-102.23363494873
20616,22.2253074645996,-102.24715423584
20620,22.3154926300049,-102.164916992188
20622,22.2955207824707,-102.191207885742
20634,22.2151336669922,-102.234352111816
20637,22.1860485076904,-102.254150390625
20645,22.1968517303467,-102.266532897949
20650,22.2120590209961,-102.144180297852
20656,22.1701374053955,-102.225357055664
20657,22.1887054443359,-102.188995361328
20658,22.16868019104,-102.142837524414
20659,22.1657524108887,-102.191558837891
20330,21.9225959777832,-101.96565246582
20333,21.9878978729248,-102.082550048828
20334,21.9960422515869,-101.995445251465
20335,21.9750690460205,-101.947387695312
20336,21.9239387512207,-102.004493713379
20337,21.8314266204834,-102.132316589355
20338,21.8813610076904,-102.06005859375
20339,21.8071994781494,-102.058044433594
20300,22.0776195526123,-102.270401000977
20303,22.0733070373535,-102.269477844238
20304,22.0667381286621,-102.259468078613
20305,22.0679473876953,-102.279716491699
20306,38.9732780456543,-77.0362777709961
20350,21.9801940917969,-102.249008178711
20355,22.0358905792236,-102.281661987305
20356,22.0160255432129,-102.229621887207
20357,22.0869464874268,-102.156463623047
20358,21.9592056274414,-102.266418457031
36014,21.0257511138916,-101.252380371094
36015,21.0208778381348,-101.25154876709
36016,21.0245151519775,-101.245445251465
36020,21.0282344818115,-101.260398864746
36023,21.0417804718018,-101.258758544922
36024,21.0170440673828,-101.254547119141
36030,21.0195598602295,-101.264556884766
36033,21.0181465148926,-101.272972106934
36040,21.0231895446777,-101.27059173584
36043,21.0187911987305,-101.270370483398
36044,21.0143356323242,-101.281066894531
36050,21.0136737823486,-101.270492553711
36053,21.0111045837402,-101.271385192871
36059,21.0170440673828,-101.254547119141
36060,21.0241718292236,-101.259963989258
36080,21.0111808776855,-101.263626098633
36086,21.013692855835,-101.26342010498
36089,21.0143547058105,-101.257972717285
36090,21.0109882354736,-101.245666503906
36093,21.0201797485352,-101.231002807617
36094,21.0007286071777,-101.245666503906
36100,20.9434814453125,-101.42456817627
36103,20.9658603668213,-101.418998718262
36110,20.9515705108643,-101.432235717773
36112,20.9586124420166,-101.426902770996
36113,20.9694442749023,-101.430557250977
36118,20.9565887451172,-101.423843383789
36119,20.9590911865234,-101.414848327637
36120,20.9355945587158,-101.439025878906
39012,17.5630416870117,-99.5069885253906
39013,17.5709056854248,-99.5239410400391
39014,17.5662326812744,-99.5058670043945
39015,17.5718955993652,-99.5017242431641
39016,17.5734882354736,-99.515754699707
39017,17.5740871429443,-99.5070953369141
39018,17.5794925689697,-99.5254974365234
39020,17.5636138916016,-99.5002670288086
39022,17.5597839355469,-99.495475769043
39025,17.5652484893799,-99.4980850219727
39026,17.5637149810791,-99.5018997192383
39028,17.5581531524658,-99.4951705932617
39029,17.5368690490723,-99.5254592895508
39030,17.5535125732422,-99.5090637207031
42018,20.1351928710938,-98.7250061035156
42020,20.1298675537109,-98.75048828125
42026,20.1296539306641,-98.7475204467773
42027,20.128324508667,-98.7389221191406
42029,20.1309547424316,-98.7424774169922
42030,20.1217670440674,-98.7548141479492
42032,20.122730255127,-98.7708358764648
42033,20.1194763183594,-98.7602005004883
42034,20.1183185577393,-98.7573318481445
42035,20.1207275390625,-98.763427734375
42036,20.1228637695313,-98.7608032226563
42037,20.1264247894287,-98.7718200683594
42039,20.1288795471191,-98.7749862670898
42040,20.1207599639893,-98.7435760498047
42050,20.1208114624023,-98.728889465332
42055,20.1272602081299,-98.7190856933594
42056,20.1264667510986,-98.7253341674805
42057,20.128589630127,-98.7255859375
42058,20.1208324432373,-98.722526550293
42060,20.1202239990234,-98.7438735961914
44170,20.6680126190186,-103.358039855957
44180,20.6672897338867,-103.353317260742
44190,20.6639862060547,-103.359046936035
44200,20.6884670257568,-103.35929107666
44210,20.7076168060303,-103.362182617188
44214,20.7121047973633,-103.366165161133
44215,20.7114696502686,-103.361389160156
44216,20.7095108032227,-103.353614807129
44217,20.7118320465088,-103.359954833984
44218,20.7128067016602,-103.357048034668
44219,20.7102737426758,-103.353507995605
44220,20.7122497558594,-103.347198486328
44227,20.7127075195313,-103.354248046875
44230,20.7231884002686,-103.338821411133
44240,20.7122287750244,-103.325462341309
44246,20.7100601196289,-103.333610534668
44247,20.7172393798828,-103.330268859863
44249,20.7237644195557,-103.327224731445
44250,20.7325229644775,-103.322280883789
44257,20.7245044708252,-103.317733764648
44258,20.7291030883789,-103.317771911621
44259,20.736722946167,-103.309112548828
44260,20.6936645507813,-103.360847473145
44265,20.6957893371582,-103.349624633789
44266,20.6986312866211,-103.350341796875
44267,20.7009334564209,-103.353614807129
44268,20.7018871307373,-103.356948852539
44270,20.6983509063721,-103.340003967285
44280,20.6876640319824,-103.338478088379
44290,20.7063159942627,-103.328804016113
44298,20.7073421478272,-103.33797454834
44299,20.7024688720703,-103.335090637207
44300,20.7115516662598,-103.30216217041
44306,20.7147693634033,-103.314010620117
